type,answer,passage,question,tf
description,"生体情報を変換した符号であるDNA、顔、虹彩などや、公的な番号であるパスポート番号、マイナンバーなどである ",個人情報の例としては，マイナンバーやパスポート番号などの個人識別符号をあげることができる．同姓同名がいない場合は，氏名がわかれば個人を特定することができ，DNA，虹彩，指紋，声紋などの生体情報も個人を識別するものとして利用することができる．,"個人情報の例として,生体情報を変換した符号であるdna、顔、虹彩などをあげよ",0
description,"生体情報を変換した符号であるDNA、顔、虹彩などや、公的な番号であるパスポート番号、マイナンバーなどである ",個人情報の例としては，マイナンバーやパスポート番号などの個人識別符号をあげることができる．同姓同名がいない場合は，氏名がわかれば個人を特定することができ，DNA，虹彩，指紋，声紋などの生体情報も個人を識別するものとして利用することができる．,"個人情報の例としては,生体情報を変換した符号であるdna、顔、虹彩などをあげよ.",0
description,"生体情報を変換した符号であるDNA、顔、虹彩などや、公的な番号であるパスポート番号、マイナンバーなどである ",個人情報の例としては，マイナンバーやパスポート番号などの個人識別符号をあげることができる．同姓同名がいない場合は，氏名がわかれば個人を特定することができ，DNA，虹彩，指紋，声紋などの生体情報も個人を識別するものとして利用することができる．,個人識別符号とは何か?,0
description,"生体情報を変換した符号であるDNA、顔、虹彩などや、公的な番号であるパスポート番号、マイナンバーなどである ",個人情報の例としては，マイナンバーやパスポート番号などの個人識別符号をあげることができる．同姓同名がいない場合は，氏名がわかれば個人を特定することができ，DNA，虹彩，指紋，声紋などの生体情報も個人を識別するものとして利用することができる．,"個人情報の例としては,生体情報を変換した符号であるdna、顔、虹彩などをあげよ。",0
description,"生体情報を変換した符号であるDNA、顔、虹彩などや、公的な番号であるパスポート番号、マイナンバーなどである ",個人情報の例としては，マイナンバーやパスポート番号などの個人識別符号をあげることができる．同姓同名がいない場合は，氏名がわかれば個人を特定することができ，DNA，虹彩，指紋，声紋などの生体情報も個人を識別するものとして利用することができる．,"個人情報の例としては,生体情報を変換した符号であるdna、顔、虹彩などをあげよう",0
description,"生体情報を変換した符号であるDNA、顔、虹彩などや、公的な番号であるパスポート番号、マイナンバーなどである ",個人情報の例としては，マイナンバーやパスポート番号などの個人識別符号をあげることができる．同姓同名がいない場合は，氏名がわかれば個人を特定することができ，DNA，虹彩，指紋，声紋などの生体情報も個人を識別するものとして利用することができる．,"個人情報の例としては,生体情報を変換した符号であるdna、顔、虹彩などをあげなさい。",0
description,"生体情報を変換した符号であるDNA、顔、虹彩などや、公的な番号であるパスポート番号、マイナンバーなどである ",個人情報の例としては，マイナンバーやパスポート番号などの個人識別符号をあげることができる．同姓同名がいない場合は，氏名がわかれば個人を特定することができ，DNA，虹彩，指紋，声紋などの生体情報も個人を識別するものとして利用することができる．,"個人情報の例として,生体情報を変換した符号であるdna、顔、虹彩などをあげよ.",0
description,"生体情報を変換した符号であるDNA、顔、虹彩などや、公的な番号であるパスポート番号、マイナンバーなどである ",個人情報の例としては，マイナンバーやパスポート番号などの個人識別符号をあげることができる．同姓同名がいない場合は，氏名がわかれば個人を特定することができ，DNA，虹彩，指紋，声紋などの生体情報も個人を識別するものとして利用することができる．,"個人情報の例として,生体情報を変換した符号であるdna、顔、虹彩をあげよ",0
description,"生体情報を変換した符号であるDNA、顔、虹彩などや、公的な番号であるパスポート番号、マイナンバーなどである ",個人情報の例としては，マイナンバーやパスポート番号などの個人識別符号をあげることができる．同姓同名がいない場合は，氏名がわかれば個人を特定することができ，DNA，虹彩，指紋，声紋などの生体情報も個人を識別するものとして利用することができる．,"個人情報の例として,生体情報を変換した符号であるdna、顔、虹彩などをあげよ。",0
description,生存する個人に関する情報で、氏名・生年月日その他の記述などで特定の個人を識別できるもの。または個人識別符号が含まれるもの。,2003年に成立した「個人情報の保護に関する法律」(以下，「個人情報保護法」という)では，個人情報を以下のように定義している。「生存する個人に関する情報であって，当該情報に含まれる氏名，生年月日その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ，それによって特定の個人を識別することができることとなるものを含む。)，または個人識別符号が含まれるもの。」,"「個人情報保護法」は「生存する個人に関する情報であって,当該情報に含まれる氏名,生年月日その他の記述によって特定の個人を識別できるもの。",0
description,生存する個人に関する情報で、氏名・生年月日その他の記述などで特定の個人を識別できるもの。または個人識別符号が含まれるもの。,2003年に成立した「個人情報の保護に関する法律」(以下，「個人情報保護法」という)では，個人情報を以下のように定義している。「生存する個人に関する情報であって，当該情報に含まれる氏名，生年月日その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ，それによって特定の個人を識別することができることとなるものを含む。)，または個人識別符号が含まれるもの。」,"「個人情報保護法」は「生存する個人に関する情報であって,当該情報に含まれる氏名,生年月日その他の記述などによって特定の個人を識別できるもの。",0
description,生存する個人に関する情報で、氏名・生年月日その他の記述などで特定の個人を識別できるもの。または個人識別符号が含まれるもの。,2003年に成立した「個人情報の保護に関する法律」(以下，「個人情報保護法」という)では，個人情報を以下のように定義している。「生存する個人に関する情報であって，当該情報に含まれる氏名，生年月日その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ，それによって特定の個人を識別することができることとなるものを含む。)，または個人識別符号が含まれるもの。」,"「個人情報保護法」は「生存する個人に関する情報で,当該情報に含まれる氏名,生年月日その他の記述によって特定の個人を識別できるもの。",0
description,生存する個人に関する情報で、氏名・生年月日その他の記述などで特定の個人を識別できるもの。または個人識別符号が含まれるもの。,2003年に成立した「個人情報の保護に関する法律」(以下，「個人情報保護法」という)では，個人情報を以下のように定義している。「生存する個人に関する情報であって，当該情報に含まれる氏名，生年月日その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ，それによって特定の個人を識別することができることとなるものを含む。)，または個人識別符号が含まれるもの。」,"「個人情報保護法」は「生存する個人に関する情報で,当該情報に含まれる氏名,生年月日その他の記述などによって特定の個人を識別できるもの。",0
description,生存する個人に関する情報で、氏名・生年月日その他の記述などで特定の個人を識別できるもの。または個人識別符号が含まれるもの。,2003年に成立した「個人情報の保護に関する法律」(以下，「個人情報保護法」という)では，個人情報を以下のように定義している。「生存する個人に関する情報であって，当該情報に含まれる氏名，生年月日その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ，それによって特定の個人を識別することができることとなるものを含む。)，または個人識別符号が含まれるもの。」,"「個人情報保護法」は「生存する個人に関する情報であって,当該情報に含まれる氏名,生年月日その他の記述などによって特定の個人を識別できるものをいう。",0
description,生存する個人に関する情報で、氏名・生年月日その他の記述などで特定の個人を識別できるもの。または個人識別符号が含まれるもの。,2003年に成立した「個人情報の保護に関する法律」(以下，「個人情報保護法」という)では，個人情報を以下のように定義している。「生存する個人に関する情報であって，当該情報に含まれる氏名，生年月日その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ，それによって特定の個人を識別することができることとなるものを含む。)，または個人識別符号が含まれるもの。」,"「個人情報保護法」は「生存する個人に関する情報であって,当該情報に含まれる氏名,生年月日その他の記述によって特定の個人を識別できるものをいう。",0
description,生存する個人に関する情報で、氏名・生年月日その他の記述などで特定の個人を識別できるもの。または個人識別符号が含まれるもの。,2003年に成立した「個人情報の保護に関する法律」(以下，「個人情報保護法」という)では，個人情報を以下のように定義している。「生存する個人に関する情報であって，当該情報に含まれる氏名，生年月日その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ，それによって特定の個人を識別することができることとなるものを含む。)，または個人識別符号が含まれるもの。」,"個人情報を次のように定義している。 「生存する個人に関する情報であって,当該情報に含まれる氏名,生年月日その他の記述によって特定の個人を識別できるもの。」",0
description,生存する個人に関する情報で、氏名・生年月日その他の記述などで特定の個人を識別できるもの。または個人識別符号が含まれるもの。,2003年に成立した「個人情報の保護に関する法律」(以下，「個人情報保護法」という)では，個人情報を以下のように定義している。「生存する個人に関する情報であって，当該情報に含まれる氏名，生年月日その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ，それによって特定の個人を識別することができることとなるものを含む。)，または個人識別符号が含まれるもの。」,"個人情報を次のように定義している。 「生存する個人に関する情報であって,当該情報に含まれる氏名,生年月日その他の記述などによって特定の個人を識別できるもの。」",0
description,生存する個人に関する情報で、氏名・生年月日その他の記述などで特定の個人を識別できるもの。または個人識別符号が含まれるもの。,2003年に成立した「個人情報の保護に関する法律」(以下，「個人情報保護法」という)では，個人情報を以下のように定義している。「生存する個人に関する情報であって，当該情報に含まれる氏名，生年月日その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ，それによって特定の個人を識別することができることとなるものを含む。)，または個人識別符号が含まれるもの。」,"個人情報を次のように定義している。 「生存する個人に関する情報で,当該情報に含まれる氏名,生年月日その他の記述によって特定の個人を識別できるもの」",0
description,生存する個人に関する情報で、氏名・生年月日その他の記述などで特定の個人を識別できるもの。または個人識別符号が含まれるもの。,2003年に成立した「個人情報の保護に関する法律」(以下，「個人情報保護法」という)では，個人情報を以下のように定義している。「生存する個人に関する情報であって，当該情報に含まれる氏名，生年月日その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ，それによって特定の個人を識別することができることとなるものを含む。)，または個人識別符号が含まれるもの。」,"個人情報を次のように定義している。 「生存する個人に関する情報で,氏名・生年月日その他の記述によって特定の個人を識別できるもの」",0
word,プライバシーの権利,19世紀末に米国の法律家であるサミュエル・D・ウォーレンスとルイス・D・ブランダイスが，一人にしておいてもらう権利(私生活をみだりに他人の目にさらされない権利)として「プライバシーの権利」を主張した。,"サミュエル・d・ウォーレンスとルイス・d・ブランダイスは,一人にしておいてもらう権利として何を主張したか?",1
word,プライバシーの権利,19世紀末に米国の法律家であるサミュエル・D・ウォーレンスとルイス・D・ブランダイスが，一人にしておいてもらう権利(私生活をみだりに他人の目にさらされない権利)として「プライバシーの権利」を主張した。,"サミュエル・d・ウォーレンスとルイス・d・ブランダイスは,一人にしておいてもらう権利として何を主張したのか?",1
word,プライバシーの権利,19世紀末に米国の法律家であるサミュエル・D・ウォーレンスとルイス・D・ブランダイスが，一人にしておいてもらう権利(私生活をみだりに他人の目にさらされない権利)として「プライバシーの権利」を主張した。,"サミュエル・d・ウォーレンスとルイス・d・ブランダイスは,一人にしておいてもらう権利として何を主張したか",1
word,プライバシーの権利,19世紀末に米国の法律家であるサミュエル・D・ウォーレンスとルイス・D・ブランダイスが，一人にしておいてもらう権利(私生活をみだりに他人の目にさらされない権利)として「プライバシーの権利」を主張した。,サミュエル・d・ウォーレンスとルイス・d・ブランダイスはどのような権利を主張したか?,1
word,プライバシーの権利,19世紀末に米国の法律家であるサミュエル・D・ウォーレンスとルイス・D・ブランダイスが，一人にしておいてもらう権利(私生活をみだりに他人の目にさらされない権利)として「プライバシーの権利」を主張した。,"サミュエル・d・ウォーレンスとルイス・d・ブランダイスは,一人にしておいてもらう権利として何を主張したのだろうか",1
word,プライバシーの権利,19世紀末に米国の法律家であるサミュエル・D・ウォーレンスとルイス・D・ブランダイスが，一人にしておいてもらう権利(私生活をみだりに他人の目にさらされない権利)として「プライバシーの権利」を主張した。,サミュエル・d・ウォーレンスとルイス・d・ブランダイスは19世紀末に何を主張したか,1
word,プライバシーの権利,19世紀末に米国の法律家であるサミュエル・D・ウォーレンスとルイス・D・ブランダイスが，一人にしておいてもらう権利(私生活をみだりに他人の目にさらされない権利)として「プライバシーの権利」を主張した。,サミュエル・d・ウォーレンスとルイス・d・ブランダイスは、私生活をみだりに他人の目にさらされない権利として何を主張したか?,1
word,プライバシーの権利,19世紀末に米国の法律家であるサミュエル・D・ウォーレンスとルイス・D・ブランダイスが，一人にしておいてもらう権利(私生活をみだりに他人の目にさらされない権利)として「プライバシーの権利」を主張した。,サミュエル・d・ウォーレンスとルイス・d・ブランダイスは19世紀末に何を主張したか?,1
word,プライバシーの権利,19世紀末に米国の法律家であるサミュエル・D・ウォーレンスとルイス・D・ブランダイスが，一人にしておいてもらう権利(私生活をみだりに他人の目にさらされない権利)として「プライバシーの権利」を主張した。,サミュエル・d・ウォーレンスとルイス・d・ブランダイスは、一人にしておいてもらう権利として何を主張したのだろうか,1
word,プライバシーの権利,19世紀末に米国の法律家であるサミュエル・D・ウォーレンスとルイス・D・ブランダイスが，一人にしておいてもらう権利(私生活をみだりに他人の目にさらされない権利)として「プライバシーの権利」を主張した。,サミュエル・d・ウォーレンスとルイス・d・ブランダイスは、一人にしておいてもらう権利として何を主張したか?,1
tf,正しくない,特許権、実用新案権、意匠権、商標権を総称して産業財産権という。,次の文章は正しいか答えなさい。特許権、実用新案権、意匠権を総称して産業財産権という。,1
tf,正しくない,特許権、実用新案権、意匠権、商標権を総称して産業財産権という。,次の文章は正しいか答えなさい。特許権を総称して産業財産権という。,1
tf,正しくない,特許権、実用新案権、意匠権、商標権を総称して産業財産権という。,次の文章は正しいか答えよ。特許権、実用新案権、意匠権を総称して産業財産権という。,1
tf,正しくない,特許権、実用新案権、意匠権、商標権を総称して産業財産権という。,次の文章は正しいか答えなさい。商標権、実用新案権、意匠権を総称して産業財産権という。,1
tf,正しくない,特許権、実用新案権、意匠権、商標権を総称して産業財産権という。,次の文章は正しいですか?特許権、実用新案権、意匠権を総称して産業財産権という。,1
tf,正しくない,特許権、実用新案権、意匠権、商標権を総称して産業財産権という。,次の文章は正しいか答えなさい。特許権、実用新案権、意匠権を総称して産業財産権と呼ぶ。,1
tf,正しくない,特許権、実用新案権、意匠権、商標権を総称して産業財産権という。,次の文章は正しいか答えなさい。商標権を総称して産業財産権という。,1
tf,正しくない,特許権、実用新案権、意匠権、商標権を総称して産業財産権という。,「特許権、実用新案権、意匠権を総称して産業財産権という。」は正しいか答えなさい。,0
tf,正しくない,特許権、実用新案権、意匠権、商標権を総称して産業財産権という。,次の文章は正しいか答えなさい。特許権、実用新案権を総称して産業財産権という。,0
tf,正しくない,特許権、実用新案権、意匠権、商標権を総称して産業財産権という。,次の文章は正しいか答えなさい。特許権、実用新案権、意匠権を総称して産業財産権と言う。,0
tf,正しくない,知的財産権は、申請が必要な産業に関する産業財産権と、申請の必要がない文化や芸術に関する著作権に大きく分けられる。,次の文章は正しいか答えなさい。知的財産権は、申請の必要がない産業に関する産業財産権と、申請が必要な文化や芸術に関する著作権に大きく分けられる。,1
tf,正しくない,知的財産権は、申請が必要な産業に関する産業財産権と、申請の必要がない文化や芸術に関する著作権に大きく分けられる。,次の文章は正しいか答えなさい。知的財産権は、申請が必要な産業に関する産業財産権と、申請が必要な文化や芸術に関する著作権に大きく分けられる。,1
tf,正しくない,知的財産権は、申請が必要な産業に関する産業財産権と、申請の必要がない文化や芸術に関する著作権に大きく分けられる。,次の文章は正しいか答えなさい。知的財産権は、申請が必要な産業に関する産業財産権と、申請の必要がない文化や芸術に関する著作権に大きく分けられる。,0
tf,正しくない,知的財産権は、申請が必要な産業に関する産業財産権と、申請の必要がない文化や芸術に関する著作権に大きく分けられる。,次の文章は正しいか答えなさい。知的財産権は、申請が必要産業に関する産業財産権と、申請が必要な文化や芸術に関する著作権に大きく分けられる。,0
tf,正しくない,知的財産権は、申請が必要な産業に関する産業財産権と、申請の必要がない文化や芸術に関する著作権に大きく分けられる。,次の文章は正しいか答えなさい。知的財産権は、申請を必要とする産業に関する産業財産権と、申請が必要な文化や芸術に関する著作権に大きく分けられる。,1
tf,正しくない,知的財産権は、申請が必要な産業に関する産業財産権と、申請の必要がない文化や芸術に関する著作権に大きく分けられる。,次の文章は正しいか答えなさい。知的財産権は、申請が必要な産業に関する産業財産権と、申請が必要文化や芸術に関する著作権に大きく分けられる。,0
tf,正しくない,知的財産権は、申請が必要な産業に関する産業財産権と、申請の必要がない文化や芸術に関する著作権に大きく分けられる。,次の文章は正しいか答えなさい。知的財産権は、申請が必要な産業に関する産業財産権と、申請を必要とする文化や芸術に関する著作権に大きく分けられる。,1
tf,正しくない,知的財産権は、申請が必要な産業に関する産業財産権と、申請の必要がない文化や芸術に関する著作権に大きく分けられる。,次の文章は正しいか答えなさい。知的財産権は、申請を必要とし産業に関する産業財産権と、申請が必要な文化や芸術に関する著作権に大きく分けられる。,0
tf,正しくない,知的財産権は、申請が必要な産業に関する産業財産権と、申請の必要がない文化や芸術に関する著作権に大きく分けられる。,次の文章は正しいか答えなさい。知的財産権は、申請が必要な産業に関する産業財産権と、申請を必要とし文化や芸術に関する著作権に大きく分けられる。,0
tf,正しくない,知的財産権は、申請が必要な産業に関する産業財産権と、申請の必要がない文化や芸術に関する著作権に大きく分けられる。,次の文章は正しいか答えなさい。知的財産権は、申請の必要がない産業に関する産業財産権と、申請が必要な文化や芸術に関する著作権に大きく分けられている。,1
tf,正しい,授業での利用（著作権法第35条）では教育を担当する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。授業の過程で利用するために著作物を複製することは違法である。,0
tf,正しい,授業での利用（著作権法第35条）では教育を担当する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。授業での利用(著作権法第35条)では教育を担当する者、授業を受ける者は、授業の過程で利用するために著作物を複製することは違法である。,0
tf,正しい,授業での利用（著作権法第35条）では教育を担当する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。授業での利用では教育を担当する者、授業を受ける者は、授業の過程で利用するために著作物を複製することは違法である。,0
tf,正しい,授業での利用（著作権法第35条）では教育を担当する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。授業で利用するために著作物を複製することは違法である。,0
tf,正しい,授業での利用（著作権法第35条）では教育を担当する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。授業での利用(著作権法第35条)では教育を担当する者、授業を受ける者は、授業の過程で利用するために著作物を複製することが違法である。,0
tf,正しい,授業での利用（著作権法第35条）では教育を担当する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。授業での利用(著作権法第35条)では教育を担当する者は、授業の過程で利用するために著作物を複製することは違法である。,0
tf,正しい,授業での利用（著作権法第35条）では教育を担当する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。授業での利用(著作権法第35条)では、教育を担当する者、授業を受ける者は、授業の過程で利用するために著作物を複製することは違法である。,0
tf,正しい,授業での利用（著作権法第35条）では教育を担当する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。授業での利用では教育を担当する者は、授業の過程で利用するために著作物を複製することは違法である。,0
tf,正しい,授業での利用（著作権法第35条）では教育を担当する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。授業の過程で利用するために著作物を複製することは違法になる。,0
tf,正しい,授業での利用（著作権法第35条）では教育を担当する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。授業での利用では教育を担当する者、授業を受ける者は、授業の過程で利用するために著作物を複製することが違法である。,0
description,情報格差や健康への影響、いじめや犯罪に巻き込まれるといった問題がある,スマートフォンなど個人が所有する情報機器の普及はSNSの普及につながり，コミュニケーションの利便性の向上につながっていると考えられる反面，年齢や所得など，個人の技術や社会環境の差により格差(デジタルディバイド)が生じ，新しい情報を手に入れる機械や量が異なることがある．,"情報格差や健康への影響の他に,個人が所有する情報機器の普及はsnsの普及につながり,コミュニケーションの利便性の向上につながると考えられる.",0
description,情報格差や健康への影響、いじめや犯罪に巻き込まれるといった問題がある,スマートフォンなど個人が所有する情報機器の普及はSNSの普及につながり，コミュニケーションの利便性の向上につながっていると考えられる反面，年齢や所得など，個人の技術や社会環境の差により格差(デジタルディバイド)が生じ，新しい情報を手に入れる機械や量が異なることがある．,"情報格差や健康への影響の他に,個人が所有する情報機器の普及はsnsの普及につながり,コミュニケーションの利便性の向上につながると考えられる。",0
description,情報格差や健康への影響、いじめや犯罪に巻き込まれるといった問題がある,スマートフォンなど個人が所有する情報機器の普及はSNSの普及につながり，コミュニケーションの利便性の向上につながっていると考えられる反面，年齢や所得など，個人の技術や社会環境の差により格差(デジタルディバイド)が生じ，新しい情報を手に入れる機械や量が異なることがある．,"情報格差や健康への影響の他に,個人が所有する情報機器の普及はsnsの普及につながり,コミュニケーションの利便性の向上につながると考えられる反面,年齢や所得など,個人の技術や社会環境の差により格差が生じることがある.",0
description,情報格差や健康への影響、いじめや犯罪に巻き込まれるといった問題がある,スマートフォンなど個人が所有する情報機器の普及はSNSの普及につながり，コミュニケーションの利便性の向上につながっていると考えられる反面，年齢や所得など，個人の技術や社会環境の差により格差(デジタルディバイド)が生じ，新しい情報を手に入れる機械や量が異なることがある．,"情報格差や健康への影響の他に,個人が所有する情報機器の普及はsnsの普及につながり,コミュニケーションの利便性の向上につながると考えられる反面,年齢や所得など,個人の技術や社会環境の差により格差が生じることがある",0
description,情報格差や健康への影響、いじめや犯罪に巻き込まれるといった問題がある,スマートフォンなど個人が所有する情報機器の普及はSNSの普及につながり，コミュニケーションの利便性の向上につながっていると考えられる反面，年齢や所得など，個人の技術や社会環境の差により格差(デジタルディバイド)が生じ，新しい情報を手に入れる機械や量が異なることがある．,"情報格差や健康への影響の他に,個人が所有する情報機器の普及はsnsの普及につながり,コミュニケーションの利便性の向上につながると考えられる反面,年齢や所得など,個人の技術や社会環境の差によって格差が生じることがある.",0
description,情報格差や健康への影響、いじめや犯罪に巻き込まれるといった問題がある,スマートフォンなど個人が所有する情報機器の普及はSNSの普及につながり，コミュニケーションの利便性の向上につながっていると考えられる反面，年齢や所得など，個人の技術や社会環境の差により格差(デジタルディバイド)が生じ，新しい情報を手に入れる機械や量が異なることがある．,"情報格差や健康への影響の他に,個人が所有する情報機器の普及はsnsの普及につながり,コミュニケーションの利便性の向上につながると考えられる一方,年齢や所得など,個人の技術や社会環境の差により格差が生じることがある",0
description,情報格差や健康への影響、いじめや犯罪に巻き込まれるといった問題がある,スマートフォンなど個人が所有する情報機器の普及はSNSの普及につながり，コミュニケーションの利便性の向上につながっていると考えられる反面，年齢や所得など，個人の技術や社会環境の差により格差(デジタルディバイド)が生じ，新しい情報を手に入れる機械や量が異なることがある．,"情報格差や健康への影響の他に,個人が所有する情報機器の普及はsnsの普及につながり,コミュニケーションの利便性の向上につながると考えられる反面,年齢や所得など,個人の技術や社会環境の差によって格差が生じることがある",0
description,情報格差や健康への影響、いじめや犯罪に巻き込まれるといった問題がある,スマートフォンなど個人が所有する情報機器の普及はSNSの普及につながり，コミュニケーションの利便性の向上につながっていると考えられる反面，年齢や所得など，個人の技術や社会環境の差により格差(デジタルディバイド)が生じ，新しい情報を手に入れる機械や量が異なることがある．,"情報格差や健康への影響の他に,個人が所有する情報機器の普及はsnsの普及につながり,コミュニケーションの利便性の向上につながると考えられる一方,年齢や所得など,個人の技術や社会環境の差により格差が生じることがある.",0
description,情報格差や健康への影響、いじめや犯罪に巻き込まれるといった問題がある,スマートフォンなど個人が所有する情報機器の普及はSNSの普及につながり，コミュニケーションの利便性の向上につながっていると考えられる反面，年齢や所得など，個人の技術や社会環境の差により格差(デジタルディバイド)が生じ，新しい情報を手に入れる機械や量が異なることがある．,"情報格差や健康への影響の他に,個人が所有する情報機器の普及はsnsの普及につながり,コミュニケーションの利便性の向上につながると考えられるものは何か",0
description,情報格差や健康への影響、いじめや犯罪に巻き込まれるといった問題がある,スマートフォンなど個人が所有する情報機器の普及はSNSの普及につながり，コミュニケーションの利便性の向上につながっていると考えられる反面，年齢や所得など，個人の技術や社会環境の差により格差(デジタルディバイド)が生じ，新しい情報を手に入れる機械や量が異なることがある．,"情報格差や健康への影響の他に,個人が所有する情報機器の普及はsnsの普及につながり,コミュニケーションの利便性の向上につながると考えられる反面,年齢や所得など,個人の技術や社会環境の差により格差が生じている.",0
description,10代はSNSや動画投稿・共有サイト、友人とのチャットが情報源であり、60代は新聞やテレビを情報源としている,10代は情報源としてSNSや動画投稿・共有サイト，友人とのチャットが中心であるように読み取れる．60歳以上は，ネットの利用時間が短く,10代は情報源としてsnsや動画投稿・共有サイト、友人とのチャットが中心であるように見えますか?,0
description,10代はSNSや動画投稿・共有サイト、友人とのチャットが情報源であり、60代は新聞やテレビを情報源としている,10代は情報源としてSNSや動画投稿・共有サイト，友人とのチャットが中心であるように読み取れる．60歳以上は，ネットの利用時間が短く,10代は情報源としてsnsや動画投稿・共有サイトが中心であるように見えますか?,0
description,10代はSNSや動画投稿・共有サイト、友人とのチャットが情報源であり、60代は新聞やテレビを情報源としている,10代は情報源としてSNSや動画投稿・共有サイト，友人とのチャットが中心であるように読み取れる．60歳以上は，ネットの利用時間が短く,"10代は情報源としてsnsや動画投稿・共有サイト,友人とのチャットが中心であるように見えますか?",0
description,10代はSNSや動画投稿・共有サイト、友人とのチャットが情報源であり、60代は新聞やテレビを情報源としている,10代は情報源としてSNSや動画投稿・共有サイト，友人とのチャットが中心であるように読み取れる．60歳以上は，ネットの利用時間が短く,60代は情報源としてsnsや動画投稿・共有サイトが中心であるように見えますか?,0
description,10代はSNSや動画投稿・共有サイト、友人とのチャットが情報源であり、60代は新聞やテレビを情報源としている,10代は情報源としてSNSや動画投稿・共有サイト，友人とのチャットが中心であるように読み取れる．60歳以上は，ネットの利用時間が短く,10代は情報源としてsnsや動画投稿・共有サイト、友人とのチャットが中心であるように見えますか,0
description,10代はSNSや動画投稿・共有サイト、友人とのチャットが情報源であり、60代は新聞やテレビを情報源としている,10代は情報源としてSNSや動画投稿・共有サイト，友人とのチャットが中心であるように読み取れる．60歳以上は，ネットの利用時間が短く,60代は情報源としてsnsや動画投稿・共有サイト、友人とのチャットが中心であるように見えますか?,0
description,10代はSNSや動画投稿・共有サイト、友人とのチャットが情報源であり、60代は新聞やテレビを情報源としている,10代は情報源としてSNSや動画投稿・共有サイト，友人とのチャットが中心であるように読み取れる．60歳以上は，ネットの利用時間が短く,10代は情報源としてsnsや動画投稿・共有サイト、友人とのチャットが中心であるように読み取れる.,0
description,10代はSNSや動画投稿・共有サイト、友人とのチャットが情報源であり、60代は新聞やテレビを情報源としている,10代は情報源としてSNSや動画投稿・共有サイト，友人とのチャットが中心であるように読み取れる．60歳以上は，ネットの利用時間が短く,10代は情報源としてsnsや動画投稿・共有サイトが中心であるように見えますか,0
description,10代はSNSや動画投稿・共有サイト、友人とのチャットが情報源であり、60代は新聞やテレビを情報源としている,10代は情報源としてSNSや動画投稿・共有サイト，友人とのチャットが中心であるように読み取れる．60歳以上は，ネットの利用時間が短く,10代は情報源としてsnsや動画投稿・共有サイト、友人とのチャットが中心であるように読み取れる,0
description,10代はSNSや動画投稿・共有サイト、友人とのチャットが情報源であり、60代は新聞やテレビを情報源としている,10代は情報源としてSNSや動画投稿・共有サイト，友人とのチャットが中心であるように読み取れる．60歳以上は，ネットの利用時間が短く,60代は情報源としてsnsや動画投稿・共有サイト、友人とのチャットが中心である.,0
description,主な利用目的としてコミュニケーション、動画視聴、音楽試聴があげられる,特に，2018年に発表された内閣府による青少年のインターネット利用環境実態調査の結果によると，平均1日あたり，高校生の53.8%が3時間以上インターネットを利用しており，5時間以上利用している者も26.1%に上るという．利用目的として，上位からコミュニケーション，動画視聴，音楽視聴と報告されている．,2018年に発表された内閣府による青少年のインターネット利用環境実態調査の結果は?,1
