,answer,passage,question
306,リスト,プログラムは，変数にデータを代入したり，参照したりすることを繰り返しながら動作しているが，複雑なプログラムになってくると，変数名の異なる変数が多くなり，取り扱いが困難になるため，リストが使われることが多い。リストは複数の値を一つの名前（変数名）と番号（添字）によって管理する仕組みである。これを使うと同じデータ型の変数を複数宣言する必要がなくなるため，簡潔にプログラムを記述することができるようになる。そのリストの中にあるひとつひとつの変数を要素といい，要素に付けられた番号を添字という。リストの値の参照やリストへの値の代入は，リスト名と添字を使って，「リスト名 [ 添字 ]」として扱うことが多い。添字を変数で指定することで，その値を変えることで要素を自由に扱うことができる。,"複雑なプログラムの場合,複数の値を一つの名前と番号によって管理する仕組みは何か"
307,リスト,プログラムは，変数にデータを代入したり，参照したりすることを繰り返しながら動作しているが，複雑なプログラムになってくると，変数名の異なる変数が多くなり，取り扱いが困難になるため，リストが使われることが多い。リストは複数の値を一つの名前（変数名）と番号（添字）によって管理する仕組みである。これを使うと同じデータ型の変数を複数宣言する必要がなくなるため，簡潔にプログラムを記述することができるようになる。そのリストの中にあるひとつひとつの変数を要素といい，要素に付けられた番号を添字という。リストの値の参照やリストへの値の代入は，リスト名と添字を使って，「リスト名 [ 添字 ]」として扱うことが多い。添字を変数で指定することで，その値を変えることで要素を自由に扱うことができる。,複数の値を単一の名前と番号によって管理する仕組みは何か
308,リスト,プログラムは，変数にデータを代入したり，参照したりすることを繰り返しながら動作しているが，複雑なプログラムになってくると，変数名の異なる変数が多くなり，取り扱いが困難になるため，リストが使われることが多い。リストは複数の値を一つの名前（変数名）と番号（添字）によって管理する仕組みである。これを使うと同じデータ型の変数を複数宣言する必要がなくなるため，簡潔にプログラムを記述することができるようになる。そのリストの中にあるひとつひとつの変数を要素といい，要素に付けられた番号を添字という。リストの値の参照やリストへの値の代入は，リスト名と添字を使って，「リスト名 [ 添字 ]」として扱うことが多い。添字を変数で指定することで，その値を変えることで要素を自由に扱うことができる。,"複雑なプログラムになると,複数の値を単一の名前と番号によって管理する仕組みは何か?"
309,リスト,プログラムは，変数にデータを代入したり，参照したりすることを繰り返しながら動作しているが，複雑なプログラムになってくると，変数名の異なる変数が多くなり，取り扱いが困難になるため，リストが使われることが多い。リストは複数の値を一つの名前（変数名）と番号（添字）によって管理する仕組みである。これを使うと同じデータ型の変数を複数宣言する必要がなくなるため，簡潔にプログラムを記述することができるようになる。そのリストの中にあるひとつひとつの変数を要素といい，要素に付けられた番号を添字という。リストの値の参照やリストへの値の代入は，リスト名と添字を使って，「リスト名 [ 添字 ]」として扱うことが多い。添字を変数で指定することで，その値を変えることで要素を自由に扱うことができる。,"複雑なプログラムになると,複数の値を単一の名前と番号によって管理する仕組みは何か"
310,実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となる,ある一定の範囲内において，すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその特質上計算で値を生成するので計算による擬似的な乱数しか生成できない。これを擬似乱数（以後「乱数」と表現する）という。この乱数をプログラム内で用いることにより，実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となり，プログラムを現実世界のシミュレーションなどに活用することが可能となる。,擬似乱数をプログラム内で用いることにより何ができますか?
311,実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となる,ある一定の範囲内において，すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその特質上計算で値を生成するので計算による擬似的な乱数しか生成できない。これを擬似乱数（以後「乱数」と表現する）という。この乱数をプログラム内で用いることにより，実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となり，プログラムを現実世界のシミュレーションなどに活用することが可能となる。,擬似乱数を使用すると何ができますか?
312,実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となる,ある一定の範囲内において，すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその特質上計算で値を生成するので計算による擬似的な乱数しか生成できない。これを擬似乱数（以後「乱数」と表現する）という。この乱数をプログラム内で用いることにより，実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となり，プログラムを現実世界のシミュレーションなどに活用することが可能となる。,擬似乱数をプログラム内で用いることで何ができますか?
313,実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となる,ある一定の範囲内において，すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその特質上計算で値を生成するので計算による擬似的な乱数しか生成できない。これを擬似乱数（以後「乱数」と表現する）という。この乱数をプログラム内で用いることにより，実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となり，プログラムを現実世界のシミュレーションなどに活用することが可能となる。,擬似乱数を使用するとどうなりますか?
314,実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となる,ある一定の範囲内において，すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその特質上計算で値を生成するので計算による擬似的な乱数しか生成できない。これを擬似乱数（以後「乱数」と表現する）という。この乱数をプログラム内で用いることにより，実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となり，プログラムを現実世界のシミュレーションなどに活用することが可能となる。,"擬似乱数をプログラム内で用いることにより,何ができますか?"
315,実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となる,ある一定の範囲内において，すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその特質上計算で値を生成するので計算による擬似的な乱数しか生成できない。これを擬似乱数（以後「乱数」と表現する）という。この乱数をプログラム内で用いることにより，実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となり，プログラムを現実世界のシミュレーションなどに活用することが可能となる。,擬似乱数を利用することで何ができますか?
316,実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となる,ある一定の範囲内において，すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその特質上計算で値を生成するので計算による擬似的な乱数しか生成できない。これを擬似乱数（以後「乱数」と表現する）という。この乱数をプログラム内で用いることにより，実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となり，プログラムを現実世界のシミュレーションなどに活用することが可能となる。,擬似乱数をプログラム内で用いることにより何ができますか
317,実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となる,ある一定の範囲内において，すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその特質上計算で値を生成するので計算による擬似的な乱数しか生成できない。これを擬似乱数（以後「乱数」と表現する）という。この乱数をプログラム内で用いることにより，実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となり，プログラムを現実世界のシミュレーションなどに活用することが可能となる。,擬似乱数を使用するとどのような結果が得られるか?
318,実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となる,ある一定の範囲内において，すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその特質上計算で値を生成するので計算による擬似的な乱数しか生成できない。これを擬似乱数（以後「乱数」と表現する）という。この乱数をプログラム内で用いることにより，実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となり，プログラムを現実世界のシミュレーションなどに活用することが可能となる。,"擬似乱数をプログラム内で用いることにより,どのようなメリットが生じるか"
319,実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となる,ある一定の範囲内において，すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその特質上計算で値を生成するので計算による擬似的な乱数しか生成できない。これを擬似乱数（以後「乱数」と表現する）という。この乱数をプログラム内で用いることにより，実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となり，プログラムを現実世界のシミュレーションなどに活用することが可能となる。,"擬似乱数をプログラム内で用いることにより,どのようなメリットが得られるか"
320,インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API,一般にシステム開発では作成するプログラムは大規模なので，コードの長さも膨大となり，開発期間もその分大きくかかる。だが，多くのシステムでは「ボタンを押したらウィンドウが開く」や「ボタンを押したらファイルが保存される」処理について共通していることが多い。共通している処理について API(Application ProgramInterface) として関数に近い形で提供されている。この API を使って開発することで，開発期間の短縮につながる。インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API をWebAPI といい，現在のシステム開発において利用されている。,現在のシステム開発において利用されているものは何ですか?
321,インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API,一般にシステム開発では作成するプログラムは大規模なので，コードの長さも膨大となり，開発期間もその分大きくかかる。だが，多くのシステムでは「ボタンを押したらウィンドウが開く」や「ボタンを押したらファイルが保存される」処理について共通していることが多い。共通している処理について API(Application ProgramInterface) として関数に近い形で提供されている。この API を使って開発することで，開発期間の短縮につながる。インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API をWebAPI といい，現在のシステム開発において利用されている。,現在のシステム開発において利用されているものは何ですか
322,インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API,一般にシステム開発では作成するプログラムは大規模なので，コードの長さも膨大となり，開発期間もその分大きくかかる。だが，多くのシステムでは「ボタンを押したらウィンドウが開く」や「ボタンを押したらファイルが保存される」処理について共通していることが多い。共通している処理について API(Application ProgramInterface) として関数に近い形で提供されている。この API を使って開発することで，開発期間の短縮につながる。インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API をWebAPI といい，現在のシステム開発において利用されている。,現在のシステム開発において利用されているwebapiとは何か
323,インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API,一般にシステム開発では作成するプログラムは大規模なので，コードの長さも膨大となり，開発期間もその分大きくかかる。だが，多くのシステムでは「ボタンを押したらウィンドウが開く」や「ボタンを押したらファイルが保存される」処理について共通していることが多い。共通している処理について API(Application ProgramInterface) として関数に近い形で提供されている。この API を使って開発することで，開発期間の短縮につながる。インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API をWebAPI といい，現在のシステム開発において利用されている。,今日のシステム開発において利用されているものは何ですか?
324,インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API,一般にシステム開発では作成するプログラムは大規模なので，コードの長さも膨大となり，開発期間もその分大きくかかる。だが，多くのシステムでは「ボタンを押したらウィンドウが開く」や「ボタンを押したらファイルが保存される」処理について共通していることが多い。共通している処理について API(Application ProgramInterface) として関数に近い形で提供されている。この API を使って開発することで，開発期間の短縮につながる。インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API をWebAPI といい，現在のシステム開発において利用されている。,今日のシステム開発において利用されているものは何ですか
325,インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API,一般にシステム開発では作成するプログラムは大規模なので，コードの長さも膨大となり，開発期間もその分大きくかかる。だが，多くのシステムでは「ボタンを押したらウィンドウが開く」や「ボタンを押したらファイルが保存される」処理について共通していることが多い。共通している処理について API(Application ProgramInterface) として関数に近い形で提供されている。この API を使って開発することで，開発期間の短縮につながる。インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API をWebAPI といい，現在のシステム開発において利用されている。,今日のシステム開発において利用されているwebapiとは何か
326,インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API,一般にシステム開発では作成するプログラムは大規模なので，コードの長さも膨大となり，開発期間もその分大きくかかる。だが，多くのシステムでは「ボタンを押したらウィンドウが開く」や「ボタンを押したらファイルが保存される」処理について共通していることが多い。共通している処理について API(Application ProgramInterface) として関数に近い形で提供されている。この API を使って開発することで，開発期間の短縮につながる。インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API をWebAPI といい，現在のシステム開発において利用されている。,現在のシステム開発において利用されているapi は何か?
327,インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API,一般にシステム開発では作成するプログラムは大規模なので，コードの長さも膨大となり，開発期間もその分大きくかかる。だが，多くのシステムでは「ボタンを押したらウィンドウが開く」や「ボタンを押したらファイルが保存される」処理について共通していることが多い。共通している処理について API(Application ProgramInterface) として関数に近い形で提供されている。この API を使って開発することで，開発期間の短縮につながる。インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API をWebAPI といい，現在のシステム開発において利用されている。,現在のシステム開発において利用されているapi は何か
328,インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API,一般にシステム開発では作成するプログラムは大規模なので，コードの長さも膨大となり，開発期間もその分大きくかかる。だが，多くのシステムでは「ボタンを押したらウィンドウが開く」や「ボタンを押したらファイルが保存される」処理について共通していることが多い。共通している処理について API(Application ProgramInterface) として関数に近い形で提供されている。この API を使って開発することで，開発期間の短縮につながる。インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API をWebAPI といい，現在のシステム開発において利用されている。,現在のシステム開発において利用されているwebapi とは何か
329,インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API,一般にシステム開発では作成するプログラムは大規模なので，コードの長さも膨大となり，開発期間もその分大きくかかる。だが，多くのシステムでは「ボタンを押したらウィンドウが開く」や「ボタンを押したらファイルが保存される」処理について共通していることが多い。共通している処理について API(Application ProgramInterface) として関数に近い形で提供されている。この API を使って開発することで，開発期間の短縮につながる。インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API をWebAPI といい，現在のシステム開発において利用されている。,現在のシステム開発において利用されているwebapi とは何か?
330,乱数,ある一定の範囲内において、すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその性質上計算で値を生成するので計算による疑似的な乱数しか生成できない。これを疑似乱数（以後「乱数」と表現する）という。,ある一定の範囲内においてすべての数が同じ確率で現れるような数のことを何というか
331,乱数,ある一定の範囲内において、すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその性質上計算で値を生成するので計算による疑似的な乱数しか生成できない。これを疑似乱数（以後「乱数」と表現する）という。,ある一定の範囲内においてすべての数が同じ確率で現れるような数のことを何といいますか?
332,乱数,ある一定の範囲内において、すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその性質上計算で値を生成するので計算による疑似的な乱数しか生成できない。これを疑似乱数（以後「乱数」と表現する）という。,ある一定の範囲内においてすべての数が異なる確率で現れるような数のことを何というか
333,乱数,ある一定の範囲内において、すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその性質上計算で値を生成するので計算による疑似的な乱数しか生成できない。これを疑似乱数（以後「乱数」と表現する）という。,ある一定の範囲内においてすべての数が異なる確率で現れるような数のことを何といいますか?
334,乱数,ある一定の範囲内において、すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその性質上計算で値を生成するので計算による疑似的な乱数しか生成できない。これを疑似乱数（以後「乱数」と表現する）という。,ある一定の範囲内において、すべての数が同じ確率で現れるような数のことを何というか
335,乱数,ある一定の範囲内において、すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその性質上計算で値を生成するので計算による疑似的な乱数しか生成できない。これを疑似乱数（以後「乱数」と表現する）という。,ある一定の範囲内においてすべての数が同じ確率で現れるような数のことを何といいますか
336,乱数,ある一定の範囲内において、すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその性質上計算で値を生成するので計算による疑似的な乱数しか生成できない。これを疑似乱数（以後「乱数」と表現する）という。,ある一定の範囲内においてすべての数が同じ確率で現れるような数のことを何というか?
337,乱数,ある一定の範囲内において、すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその性質上計算で値を生成するので計算による疑似的な乱数しか生成できない。これを疑似乱数（以後「乱数」と表現する）という。,ある一定の範囲内において、すべての数が同じ確率で現れるような数のことを何といいますか?
338,乱数,ある一定の範囲内において、すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその性質上計算で値を生成するので計算による疑似的な乱数しか生成できない。これを疑似乱数（以後「乱数」と表現する）という。,ある一定の範囲内においてすべての数が同じ確率で現れるような数のことを何というか
339,乱数,ある一定の範囲内において、すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその性質上計算で値を生成するので計算による疑似的な乱数しか生成できない。これを疑似乱数（以後「乱数」と表現する）という。,ある一定の範囲内において、すべての数が異なる確率で現れるような数のことを何というか
340,関数を用いることでプログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,一般にシステム開発などで行われるプログラムは大規模なので、コードの長さも膨大となる。このような場合、文章の章、節、段落のような適切な構造を作らないと、コードの可動性は著しく低くなってしまう。そこでプログラムの機能ごとにメインコードから切り離し、関数という単位で分割することで、プログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,機能ごとにメインコードから切り離し、関数という単位で分割するとどうなりますか
341,関数を用いることでプログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,一般にシステム開発などで行われるプログラムは大規模なので、コードの長さも膨大となる。このような場合、文章の章、節、段落のような適切な構造を作らないと、コードの可動性は著しく低くなってしまう。そこでプログラムの機能ごとにメインコードから切り離し、関数という単位で分割することで、プログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,次の文章の章、節、段落のような適切な構造を作らずにプログラムの機能ごとにメインコードから切り離し、関数という単位で分割するとはどういうことか
342,関数を用いることでプログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,一般にシステム開発などで行われるプログラムは大規模なので、コードの長さも膨大となる。このような場合、文章の章、節、段落のような適切な構造を作らないと、コードの可動性は著しく低くなってしまう。そこでプログラムの機能ごとにメインコードから切り離し、関数という単位で分割することで、プログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,機能ごとにメインコードから切り離し、関数という単位で分割するとはどういうことか
343,関数を用いることでプログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,一般にシステム開発などで行われるプログラムは大規模なので、コードの長さも膨大となる。このような場合、文章の章、節、段落のような適切な構造を作らないと、コードの可動性は著しく低くなってしまう。そこでプログラムの機能ごとにメインコードから切り離し、関数という単位で分割することで、プログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,次の文章の章、節、段落のような適切な構造を作れば、コードの長さも膨大となるため、プログラムの機能ごとにメインコードから切り離し、関数という単位で分割すればよい。
344,関数を用いることでプログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,一般にシステム開発などで行われるプログラムは大規模なので、コードの長さも膨大となる。このような場合、文章の章、節、段落のような適切な構造を作らないと、コードの可動性は著しく低くなってしまう。そこでプログラムの機能ごとにメインコードから切り離し、関数という単位で分割することで、プログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,次の文章の章、節、段落のような適切な構造を作らずにプログラムの機能ごとにメインコードから切り離し、関数という単位で分割するとどうなりますか
345,関数を用いることでプログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,一般にシステム開発などで行われるプログラムは大規模なので、コードの長さも膨大となる。このような場合、文章の章、節、段落のような適切な構造を作らないと、コードの可動性は著しく低くなってしまう。そこでプログラムの機能ごとにメインコードから切り離し、関数という単位で分割することで、プログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,機能ごとにメインコードから切り離し、関数という単位で分割すると何ができますか?
346,関数を用いることでプログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,一般にシステム開発などで行われるプログラムは大規模なので、コードの長さも膨大となる。このような場合、文章の章、節、段落のような適切な構造を作らないと、コードの可動性は著しく低くなってしまう。そこでプログラムの機能ごとにメインコードから切り離し、関数という単位で分割することで、プログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,次の文章の章、節、段落のような適切な構造を作れば、コードの長さも膨大となるため、プログラムの機能ごとにメインコードから切り離し、関数という単位で分割すればよいか
347,関数を用いることでプログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,一般にシステム開発などで行われるプログラムは大規模なので、コードの長さも膨大となる。このような場合、文章の章、節、段落のような適切な構造を作らないと、コードの可動性は著しく低くなってしまう。そこでプログラムの機能ごとにメインコードから切り離し、関数という単位で分割することで、プログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,次の文章の章、節、段落のような適切な構造を作れば、コードの長さも膨大であるため、プログラムの機能ごとにメインコードから切り離し、関数という単位で分割すればよい。
348,関数を用いることでプログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,一般にシステム開発などで行われるプログラムは大規模なので、コードの長さも膨大となる。このような場合、文章の章、節、段落のような適切な構造を作らないと、コードの可動性は著しく低くなってしまう。そこでプログラムの機能ごとにメインコードから切り離し、関数という単位で分割することで、プログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,機能ごとにメインコードから切り離し、関数という単位で分割するとどうなりますか?
349,関数を用いることでプログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,一般にシステム開発などで行われるプログラムは大規模なので、コードの長さも膨大となる。このような場合、文章の章、節、段落のような適切な構造を作らないと、コードの可動性は著しく低くなってしまう。そこでプログラムの機能ごとにメインコードから切り離し、関数という単位で分割することで、プログラムを機能ごとに整理、構造化することが可能となる。また、作成した関数はメインコード内で何回でも呼び出すことが可能となるため、作成した機能を再利用することが可能となる。,機能ごとにメインコードから切り離し、関数という単位で分割すると何ができますか
350,引数,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数では引数は何と呼ばれていますか?
351,引数,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxは何と呼ばれていますか?
352,引数,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数では引数は何と呼ばれていますか
353,引数,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数では引数とは何ですか?
354,引数,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数では引数は何と呼ばれますか?
355,引数,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxは何と呼ばれていますか
356,引数,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数では引数は何と呼ばれますか
357,引数,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数では引数は何と呼ばれていますか。
358,引数,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxは引数と呼ばれていますか?
359,引数,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxは何と呼ばれていますか。
360,戻り値,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxを引数(引数)、yを戻り値と呼んでいる。
361,戻り値,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxを引数(引数)、yを何と呼んでいるか
362,戻り値,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxを引数、yを戻り値と呼んでいる。
363,戻り値,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxを引数(引数)、yを戻り値と呼んでいる
364,戻り値,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数では、xを引数(引数)、yを何と呼んでいるか
365,戻り値,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxを引数(引数)、yを何と呼ぶか
366,戻り値,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxを引数(引数)、yは何と呼ばれているか
367,戻り値,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxを引数(引数)、yを戻り値と呼ぶ。
368,戻り値,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxを引数、yを何と呼んでいるか
369,戻り値,数学では関数はy=f(x)のように表現されるが、コンピュータプログラムの関数ではxを引数（引数）、yを戻り値と呼んでいる。,コンピュータプログラムの関数ではxを引数(引数)、yを戻り値と呼んでいるか
370,正しくない,一般にシステム開発では作成するプログラムは大規模なので，コードの長さも膨大となり，開発期間もその分大きくかかる。だが，多くのシステムでは「ボタンを押したらウィンドウが開く」や「ボタンを押したらファイルが保存される」処理について共通していることが多い。共通している処理について API(Application ProgramInterface) として関数に近い形で提供されている。この API を使って開発することで，開発期間の短縮につながる。インターネット上のサービスやビッグデータへの Web の通信を利用したアクセス機能を提供している API をWebAPI といい，現在のシステム開発において利用されている。,"次の文章は正しいか答えなさい。インターネット上のサービスやビッグデータへのアクセス機能を提供しているapi をインターネットapiといい,現在のシステム開発において利用されている。"
